district,N,P,K,OC,pH,EC,S,Fe,Zn,Cu,B,Mn,temperature,humidity,crop,Soil_Type,Yield_tons_per_hectare
Tuticorin,2,11,10,3,7.31,0,65,82,95,100,86,91,33,71,Millet,Black Soil,0.58
Tuticorin,0,2,6,9,7.75,0,69,99,99,100,82,100,27,66,Groundnut,Alluvial Soil,0.51
Tuticorin,8,0,10,0,8.22,2,69,100,100,94,93,97,35,74,Groundnut,Laterite Soil,0.5
Tuticorin,7,1,0,0,7.93,10,66,82,100,97,82,93,29,45,Maize,Peaty Soil,1.15
Tirupathur,1,6,0,0,8.24,0,35,53,50,46,64,48,35,53,Coconut,Loamy,1.91
Tirupathur,0,4,1,0,8.11,8,34,48,51,53,55,57,34,74,Sugarcane,Clay,21.83
Tirupathur,3,6,0,8,7.97,0,34,63,60,55,61,47,27,61,Millet,Sandy,0.6
Tirupathur,7,0,0,5,6.54,8,45,61,45,49,51,63,35,47,Guava,Red Soil,3.71
Tirupathur,2,0,0,2,6.62,1,27,52,62,58,62,56,32,74,Groundnut,Black Soil,0.5
Tirupathur,0,6,8,0,8.2,0,42,63,63,51,47,51,35,45,Rice,Alluvial Soil,1.66
Tirupathur,0,0,0,0,7.74,0,27,48,48,62,61,58,30,64,Sugarcane,Laterite Soil,27.23
Tirupathur,0,4,7,0,7.45,0,27,52,47,45,62,47,24,64,Millet,Peaty Soil,0.64
Tirupathur,0,4,0,0,7.68,8,37,50,63,57,53,62,25,75,Guava,Loamy,3.52
Tirupathur,0,2,7,4,7.32,1,47,58,45,63,58,45,33,56,Maize,Clay,1.3
Tirupathur,0,10,0,9,7.58,0,32,44,63,48,60,56,24,55,Rice,Sandy,1.87
Tirupathur,0,0,0,4,7.84,6,42,59,62,60,61,44,26,56,Rice,Red Soil,1.99
Tirupathur,9,10,5,0,6.59,4,34,64,61,51,55,52,32,49,Coconut,Black Soil,2.03
Tirupathur,2,0,0,3,7.41,3,32,45,54,50,61,55,34,48,Mango,Alluvial Soil,2.95
Tirupathur,0,7,0,0,6.93,7,35,63,45,60,60,56,25,68,Mango,Laterite Soil,2.99
Tirupathur,9,3,0,2,7.47,0,29,63,58,61,60,61,32,64,Sugarcane,Peaty Soil,26.14
Tirupathur,7,0,0,4,7.37,3,44,62,47,63,52,44,31,53,Maize,Loamy,1.25
Tirupathur,0,3,0,0,7.23,4,30,54,48,61,52,51,26,80,Maize,Clay,1.07
Tirupathur,2,0,3,0,7.68,5,27,49,47,46,49,45,33,61,Guava,Sandy,4.59
Tirupathur,0,8,0,0,6.85,2,43,50,51,44,47,60,27,71,Groundnut,Red Soil,0.52
Tirupathur,7,5,9,7,8.18,4,38,46,47,47,51,47,33,73,Rice,Black Soil,1.58
Tirupathur,0,0,10,8,7.89,0,38,48,57,57,63,48,24,75,Millet,Alluvial Soil,0.5
Tirupathur,0,0,0,0,7.35,10,41,49,45,62,45,49,24,79,Mango,Laterite Soil,2.73
Tirupathur,10,0,0,5,6.76,0,31,55,51,55,55,57,32,56,Guava,Peaty Soil,4.27
Tirupathur,1,9,0,4,7.08,2,32,54,53,60,56,61,34,74,Sugarcane,Loamy,23.38
Tirupathur,0,10,0,5,8.32,0,45,49,64,59,64,52,35,46,Guava,Clay,3.68
Tirupathur,0,5,2,3,8.43,6,41,56,55,61,49,58,29,59,Groundnut,Sandy,0.5
Tirupathur,0,4,0,2,7.58,8,47,60,55,46,51,54,35,54,Maize,Red Soil,1.12
Tirupathur,0,0,4,4,6.94,0,36,58,44,44,53,60,33,69,Rice,Black Soil,1.87
Tirupathur,0,0,0,0,7.4,0,46,56,58,60,44,50,28,57,Maize,Alluvial Soil,1.41
Tirupathur,0,5,0,0,7.45,0,43,44,61,45,63,62,25,71,Coconut,Laterite Soil,1.99
Tirupathur,0,0,0,0,6.58,0,27,49,62,50,50,53,24,72,Millet,Peaty Soil,0.61
Tirupathur,0,8,9,2,7.67,10,43,60,48,63,48,51,24,59,Sugarcane,Loamy,22.38
Tirupathur,0,10,0,0,8.28,0,34,64,47,50,46,54,30,66,Maize,Clay,1.26
Tirupathur,9,0,0,10,7.12,0,33,64,58,46,54,56,32,48,Millet,Sandy,0.6
Tirupathur,0,1,6,2,7.53,0,44,53,48,50,51,56,24,76,Rice,Red Soil,1.47
Tirupathur,0,0,2,0,6.57,0,39,59,47,52,63,50,34,75,Mango,Black Soil,3.22
Tirupathur,9,0,0,6,6.97,5,32,54,63,56,58,48,32,74,Guava,Alluvial Soil,4.5
Tirupathur,2,0,0,9,8.15,5,39,48,60,44,44,53,27,79,Coconut,Laterite Soil,1.76
Tirupathur,0,5,8,0,8.46,5,27,63,60,61,64,57,25,75,Coconut,Peaty Soil,1.5
Tirupathur,0,7,0,0,8.47,8,41,64,63,64,46,59,32,69,Maize,Loamy,1.04
Tirupathur,8,6,5,0,6.65,0,38,45,57,48,47,63,34,48,Groundnut,Clay,0.5
Tirupathur,2,10,0,3,6.88,0,44,60,62,45,56,61,31,60,Rice,Sandy,2.13
Tirupathur,0,0,7,0,7.93,10,28,51,44,57,63,61,25,56,Sugarcane,Red Soil,25.32
Tirupathur,0,2,0,1,8.02,7,41,62,46,57,59,52,25,73,Coconut,Black Soil,1.86
Tirupathur,9,6,1,0,8.07,0,28,61,56,52,58,48,27,56,Coconut,Alluvial Soil,1.82
Tirupathur,7,10,1,0,8.38,0,32,59,55,63,60,64,33,60,Sugarcane,Laterite Soil,25.23
Tirupathur,0,9,10,7,7.5,0,30,56,51,60,55,62,34,77,Mango,Peaty Soil,2.61
Tirupathur,0,4,3,0,8.05,0,35,45,60,63,46,64,25,66,Mango,Loamy,3.18
Tirupathur,0,0,4,2,6.7,1,28,63,63,56,53,46,26,59,Coconut,Clay,2.13
Tirupathur,0,0,0,6,8.18,0,43,45,58,62,62,53,32,66,Rice,Sandy,1.84
Tirupathur,0,3,10,3,6.66,6,40,49,47,61,60,53,25,66,Sugarcane,Red Soil,23.34
Tirupathur,7,0,8,5,7.55,0,34,60,63,62,45,60,31,63,Groundnut,Black Soil,0.52
Tirupathur,5,0,0,1,8.42,0,38,62,49,46,63,53,25,55,Millet,Alluvial Soil,0.55
Tirupathur,0,7,4,1,6.66,1,42,61,57,53,57,51,32,53,Sugarcane,Laterite Soil,24.46
Tirupathur,0,5,0,0,6.91,3,28,61,55,46,48,53,30,54,Sugarcane,Peaty Soil,26.22
Tirupathur,0,2,4,0,6.84,7,47,44,56,62,61,56,24,59,Millet,Loamy,0.65
Tirupathur,0,0,3,0,8.38,10,28,53,51,63,61,56,26,49,Sugarcane,Clay,22.12
Tirupathur,0,0,0,6,6.97,9,44,51,61,45,51,55,34,58,Guava,Sandy,4.09
Tirupathur,0,6,0,1,7.11,5,35,47,46,64,61,53,32,65,Coconut,Red Soil,2.12
Tirupathur,1,5,0,0,7.01,9,29,48,59,63,63,44,29,62,Guava,Black Soil,4.43
Tirupathur,9,4,9,0,7.74,6,42,62,57,49,44,48,27,63,Millet,Alluvial Soil,0.68
Tirupathur,0,4,5,0,7.54,0,39,53,56,50,52,61,31,67,Maize,Laterite Soil,1.27
Tirupathur,0,0,0,0,8.2,0,36,52,54,50,64,58,33,54,Rice,Peaty Soil,1.83
Vellore,42,39,41,28,8.12,29,19,34,36,35,22,26,31,49,Maize,Loamy,1.75
Vellore,33,23,37,37,7.29,34,26,26,32,36,36,33,28,80,Sugarcane,Clay,30.34
Vellore,24,36,32,39,7.58,39,14,32,21,29,33,17,25,55,Millet,Sandy,0.74
Vellore,37,25,38,42,8.45,23,21,26,37,26,34,35,30,61,Millet,Red Soil,0.91
Vellore,26,30,25,41,7.99,35,12,19,29,33,27,27,26,70,Mango,Black Soil,3.0
Vellore,24,22,31,35,7.01,36,20,33,33,29,29,21,26,64,Maize,Alluvial Soil,1.42
Vellore,29,29,27,29,7.7,41,17,29,33,18,23,24,32,60,Rice,Laterite Soil,2.26
Vellore,38,25,28,42,7.26,35,26,22,35,29,32,31,26,48,Maize,Peaty Soil,1.58
Vellore,27,23,40,23,8.18,31,28,17,26,25,32,30,27,78,Millet,Loamy,0.63
Vellore,40,26,42,40,7.55,32,25,29,34,27,36,17,33,64,Maize,Clay,1.86
Vellore,31,22,24,35,8.14,33,27,22,25,26,33,35,32,56,Maize,Sandy,1.3
Vellore,26,32,32,42,7.23,30,14,26,26,30,33,17,35,69,Sugarcane,Red Soil,27.48
Vellore,22,40,39,30,7.38,41,17,35,24,31,33,18,28,51,Maize,Black Soil,1.63
Vellore,40,31,40,23,7.13,30,8,25,36,19,17,31,35,78,Rice,Alluvial Soil,2.38
Vellore,28,27,41,36,7.72,34,19,36,20,37,23,19,28,65,Millet,Laterite Soil,0.82
Vellore,42,33,29,42,7.69,40,28,32,24,20,18,18,33,45,Mango,Peaty Soil,4.49
Vellore,28,39,29,39,8.23,32,18,35,21,33,30,32,31,45,Mango,Loamy,3.85
Vellore,37,34,36,26,8.34,23,12,32,32,26,28,25,25,79,Mango,Clay,3.55
Vellore,31,40,42,35,7.87,26,8,36,26,18,27,21,26,72,Rice,Sandy,2.66
Vellore,25,25,36,25,8.31,23,18,29,26,29,20,32,32,62,Mango,Red Soil,3.69
Vellore,39,22,31,25,6.63,41,22,22,20,23,23,22,24,55,Rice,Black Soil,2.02
Vellore,24,29,30,33,6.6,25,10,36,32,24,27,21,28,50,Rice,Alluvial Soil,2.15
Vellore,28,40,39,24,7.44,25,19,21,24,21,34,20,26,54,Mango,Laterite Soil,4.6
Vellore,31,25,40,36,6.53,30,25,28,30,35,36,25,26,71,Millet,Peaty Soil,0.71
Vellore,30,39,27,22,7.27,38,28,26,22,33,20,20,29,48,Guava,Loamy,5.36
Vellore,29,27,41,32,6.95,24,17,21,18,19,22,20,31,48,Sugarcane,Clay,30.39
Vellore,23,41,36,41,7.56,41,20,26,36,17,27,20,26,60,Groundnut,Sandy,0.75
Vellore,38,33,28,31,6.57,25,14,35,31,28,24,30,34,54,Sugarcane,Red Soil,34.23
Vellore,30,35,33,24,6.9,35,17,35,19,30,36,17,35,53,Sugarcane,Black Soil,29.38
Vellore,39,27,30,34,7.24,31,10,36,20,21,30,27,29,60,Coconut,Alluvial Soil,2.79
Vellore,26,33,38,30,6.77,29,26,18,34,19,36,29,29,56,Sugarcane,Laterite Soil,37.92
Vellore,40,29,36,33,8.37,35,19,26,17,23,17,19,31,58,Coconut,Peaty Soil,2.79
Vellore,41,23,33,36,7.13,26,12,20,29,20,32,37,31,66,Coconut,Loamy,2.99
Vellore,32,28,24,24,7.95,28,13,32,35,35,24,27,28,77,Rice,Clay,1.85
Vellore,35,40,38,31,6.75,39,21,31,28,28,22,21,29,52,Millet,Sandy,1.07
Vellore,34,42,31,33,8.03,27,9,28,25,21,25,29,34,54,Groundnut,Red Soil,0.61
Vellore,31,22,33,23,7.64,22,13,27,26,27,31,31,30,45,Groundnut,Black Soil,0.52
Vellore,31,39,27,32,7.9,30,12,33,19,29,29,22,28,51,Guava,Alluvial Soil,4.7
Vellore,24,37,39,32,7.63,35,11,26,18,18,33,20,24,77,Rice,Laterite Soil,2.12
Vellore,39,34,31,37,8.39,42,28,29,23,30,20,24,24,80,Millet,Peaty Soil,0.63
Vellore,32,39,22,33,7.28,31,20,28,30,21,17,34,32,64,Maize,Loamy,1.65
Vellore,35,35,23,23,7.82,34,24,24,19,35,21,33,34,50,Groundnut,Clay,0.57
Vellore,30,32,31,39,8.2,30,18,32,31,28,17,27,24,52,Groundnut,Sandy,0.57
Vellore,32,39,25,30,7.49,22,19,33,31,23,30,32,34,50,Mango,Red Soil,4.42
Vellore,29,42,40,22,8.4,22,10,28,32,30,21,33,28,77,Mango,Black Soil,4.4
Vellore,31,26,29,36,6.81,27,28,30,33,30,35,20,29,57,Coconut,Alluvial Soil,2.54
Vellore,34,35,31,35,6.92,36,24,21,24,34,31,20,25,57,Coconut,Laterite Soil,2.98
Vellore,34,25,38,35,7.94,24,16,34,17,35,28,30,28,73,Groundnut,Peaty Soil,0.58
Vellore,34,25,23,28,6.56,23,28,18,34,35,37,31,24,74,Rice,Loamy,1.79
Vellore,23,39,35,31,7.54,29,23,18,21,22,28,25,35,65,Rice,Clay,2.12
Vellore,24,26,32,40,7.78,24,14,27,18,33,19,26,26,52,Coconut,Sandy,2.33
Vellore,41,22,25,39,7.14,42,24,20,17,19,17,20,24,53,Groundnut,Red Soil,0.52
Vellore,36,25,23,27,8.47,37,8,19,30,33,28,34,35,65,Coconut,Black Soil,2.0
Vellore,34,25,28,37,7.76,40,12,17,27,32,28,35,26,59,Groundnut,Alluvial Soil,0.58
Vellore,24,32,30,23,6.81,26,9,24,36,37,32,31,32,68,Maize,Laterite Soil,1.53
Vellore,36,23,23,29,8.14,25,9,36,22,33,22,30,34,54,Mango,Peaty Soil,3.34
Vellore,38,29,28,38,8.27,28,21,20,33,18,17,27,35,55,Groundnut,Loamy,0.57
Vellore,35,33,26,34,7.01,31,13,35,32,22,23,24,32,77,Rice,Clay,2.14
Vellore,35,28,25,32,6.53,37,16,24,32,30,22,37,35,80,Millet,Sandy,0.65
Vellore,36,26,24,24,7.46,25,27,23,25,30,28,28,32,47,Mango,Red Soil,3.77
Vellore,22,31,29,28,6.89,22,9,35,21,20,20,36,32,70,Coconut,Black Soil,2.54
Vellore,28,25,37,33,7.37,27,16,32,37,23,24,32,26,78,Rice,Alluvial Soil,2.13
Vellore,31,36,37,37,7.35,32,13,37,25,33,23,20,35,58,Rice,Laterite Soil,2.56
Vellore,23,41,41,25,8.17,27,19,30,18,17,20,34,24,61,Maize,Peaty Soil,1.67
Villupuram,3,18,1,8,6.97,11,46,27,27,28,32,44,29,61,Rice,Loamy,2.01
Villupuram,6,8,6,9,6.55,4,52,27,34,27,28,39,29,76,Coconut,Clay,2.09
Villupuram,9,1,17,7,6.55,8,48,36,47,41,40,33,28,56,Rice,Sandy,2.13
Villupuram,16,4,6,19,7.67,14,43,28,46,36,30,39,29,72,Maize,Red Soil,1.11
Villupuram,21,2,18,7,8.27,14,44,37,37,41,42,47,25,74,Mango,Black Soil,2.46
Villupuram,13,21,4,10,7.82,9,42,29,37,47,46,43,24,53,Maize,Alluvial Soil,1.22
Villupuram,8,16,21,13,7.26,3,40,34,41,39,37,47,27,77,Millet,Laterite Soil,0.6
Villupuram,20,12,15,14,7.28,20,39,45,45,31,38,39,29,70,Mango,Peaty Soil,3.52
Villupuram,9,6,3,14,7.17,7,35,43,47,41,44,32,29,62,Maize,Loamy,1.41
Villupuram,14,14,4,3,7.96,11,42,28,35,34,27,45,27,78,Coconut,Clay,1.61
Villupuram,19,20,19,17,8.24,7,54,34,30,36,45,38,35,70,Maize,Sandy,0.98
Villupuram,9,3,20,12,8.41,20,36,43,43,37,41,44,29,47,Guava,Red Soil,3.94
Villupuram,8,21,10,11,6.59,1,42,38,40,27,37,45,33,47,Mango,Black Soil,3.14
Villupuram,10,9,9,8,7.31,8,39,30,47,30,34,38,33,52,Rice,Alluvial Soil,1.95
Villupuram,14,19,8,10,6.81,13,54,44,33,47,36,35,30,49,Rice,Laterite Soil,1.99
Villupuram,20,16,20,11,7.64,5,35,47,39,32,38,29,29,70,Mango,Peaty Soil,3.23
Villupuram,2,1,4,10,6.91,12,35,30,35,46,33,43,24,60,Millet,Loamy,0.61
Villupuram,6,17,11,6,8.02,4,42,41,38,35,34,40,33,54,Maize,Clay,1.17
Villupuram,2,3,20,7,6.97,13,45,28,46,35,46,36,29,62,Sugarcane,Sandy,31.44
Villupuram,15,19,16,2,6.86,10,39,41,29,29,31,42,30,77,Rice,Red Soil,1.91
Villupuram,15,20,13,8,6.51,16,36,29,28,34,34,36,32,65,Groundnut,Black Soil,0.55
Villupuram,12,18,12,12,7.75,16,51,32,35,39,32,44,30,75,Millet,Alluvial Soil,0.64
Villupuram,19,15,13,7,8.32,3,55,44,27,39,44,28,34,76,Rice,Laterite Soil,1.57
Villupuram,15,19,6,11,6.61,17,50,43,39,39,38,42,27,58,Coconut,Peaty Soil,2.25
Villupuram,10,20,1,5,6.76,8,52,30,35,27,44,45,30,45,Millet,Loamy,0.62
Villupuram,16,13,12,13,6.89,5,47,41,39,29,46,32,33,54,Millet,Clay,0.66
Villupuram,13,4,6,9,7.42,12,49,34,42,46,34,44,26,78,Rice,Sandy,1.59
Villupuram,13,17,15,1,6.96,20,37,47,44,40,37,30,24,55,Millet,Red Soil,0.6
Villupuram,17,12,5,8,8.02,17,40,29,39,29,45,37,27,67,Coconut,Black Soil,2.15
Villupuram,8,15,17,10,6.73,16,40,37,37,34,37,38,25,54,Mango,Alluvial Soil,3.22
Villupuram,13,2,5,8,6.73,4,52,45,34,35,30,27,31,57,Groundnut,Laterite Soil,0.5
Villupuram,3,12,14,17,7.84,7,35,43,45,43,47,41,25,71,Guava,Peaty Soil,3.93
Villupuram,14,12,21,2,7.7,4,39,41,27,28,30,32,30,61,Maize,Loamy,1.28
Villupuram,7,8,2,15,7.63,15,55,28,36,41,35,47,34,52,Rice,Clay,1.76
Villupuram,8,19,5,6,7.07,5,37,33,29,39,39,35,35,78,Coconut,Sandy,1.86
Villupuram,3,18,13,8,7.69,5,55,42,31,38,35,47,26,61,Coconut,Red Soil,2.33
Villupuram,6,20,3,4,7.26,18,52,34,42,34,29,27,33,72,Millet,Black Soil,0.6
Villupuram,15,19,10,21,8.46,9,43,28,39,45,46,27,24,65,Groundnut,Alluvial Soil,0.5
Villupuram,9,14,8,3,7.77,11,55,37,44,30,43,46,30,48,Millet,Laterite Soil,0.56
Villupuram,16,11,15,2,7.04,4,52,34,44,32,38,33,27,77,Rice,Peaty Soil,1.64
Villupuram,4,16,7,17,6.72,20,35,44,43,29,33,41,33,70,Sugarcane,Loamy,23.94
Villupuram,9,10,20,6,6.73,21,49,40,46,35,39,37,24,77,Rice,Clay,1.56
Villupuram,1,8,16,6,6.78,17,37,32,28,42,32,34,26,71,Coconut,Sandy,1.85
Villupuram,15,1,12,12,8.36,18,52,43,27,42,47,40,34,56,Mango,Red Soil,2.81
Villupuram,4,9,17,14,8.16,6,42,32,43,41,47,43,26,71,Sugarcane,Black Soil,20.3
Villupuram,13,14,9,3,8.06,11,49,28,38,42,37,39,24,63,Coconut,Alluvial Soil,2.03
Villupuram,15,15,16,7,7.14,12,41,39,44,29,39,35,25,75,Guava,Laterite Soil,3.7
Villupuram,10,10,9,9,7.58,12,50,43,30,44,33,47,34,78,Coconut,Peaty Soil,1.83
Villupuram,12,17,3,9,7.59,8,52,35,36,43,46,36,30,73,Millet,Loamy,0.67
Villupuram,11,12,19,4,7.15,16,35,40,29,31,29,28,33,79,Coconut,Clay,1.98
Villupuram,20,4,11,18,6.64,4,44,28,27,36,40,47,35,80,Guava,Sandy,3.22
Villupuram,15,8,19,4,7.8,3,42,35,41,46,34,42,33,61,Rice,Red Soil,2.05
Villupuram,3,14,16,21,7.44,17,38,44,45,47,33,42,26,50,Groundnut,Black Soil,0.5
Villupuram,15,2,9,11,6.71,16,47,28,36,46,40,43,34,67,Groundnut,Alluvial Soil,0.51
Villupuram,11,1,16,15,7.2,6,46,37,35,27,32,39,34,72,Groundnut,Laterite Soil,0.5
Villupuram,20,4,11,18,6.73,4,44,41,45,30,30,46,34,57,Mango,Peaty Soil,3.49
Villupuram,17,15,14,11,8.02,13,46,43,46,28,40,41,33,79,Rice,Loamy,1.58
Villupuram,9,15,4,21,7.33,8,52,30,41,27,32,41,32,54,Coconut,Clay,2.23
Villupuram,13,1,15,15,7.71,9,49,35,45,30,40,28,26,53,Guava,Sandy,4.06
Villupuram,9,17,14,1,8.29,8,50,45,32,36,40,41,24,56,Sugarcane,Red Soil,20.41
Villupuram,6,5,11,2,7.15,14,40,35,47,34,47,29,33,73,Coconut,Black Soil,1.9
Villupuram,8,20,8,11,6.84,7,45,36,42,28,28,32,24,49,Rice,Alluvial Soil,1.89
Villupuram,16,12,6,21,7.43,5,54,31,44,33,39,47,33,76,Guava,Laterite Soil,4.02
Villupuram,7,1,8,3,7.43,9,47,29,44,27,42,39,24,50,Coconut,Peaty Soil,1.72
Virudhunagar,21,37,32,23,7.23,37,44,72,54,56,55,62,33,75,Mango,Loamy,3.81
Virudhunagar,24,35,40,39,8.13,27,46,60,71,59,63,72,33,71,Guava,Clay,5.07
Virudhunagar,25,41,25,29,6.99,32,43,63,58,54,72,56,34,75,Coconut,Sandy,2.21
Virudhunagar,33,31,24,33,7.58,21,30,58,72,62,71,71,26,66,Guava,Red Soil,4.67
Virudhunagar,26,27,37,41,6.63,32,39,53,67,66,61,64,35,59,Sugarcane,Black Soil,31.42
Virudhunagar,32,24,32,35,7.04,31,40,56,67,71,63,53,30,46,Rice,Alluvial Soil,2.1
Virudhunagar,41,40,28,28,6.52,39,31,55,64,73,57,61,34,70,Coconut,Laterite Soil,3.05
Virudhunagar,39,30,31,25,6.54,22,46,70,56,53,63,68,28,52,Maize,Peaty Soil,1.73
Virudhunagar,27,21,27,29,8.39,25,38,70,54,64,63,61,29,61,Groundnut,Loamy,0.53
Virudhunagar,22,34,28,30,8.01,27,44,72,70,69,64,54,26,53,Millet,Clay,0.61
Virudhunagar,41,21,21,30,7.84,34,48,53,72,61,54,69,27,79,Guava,Sandy,3.99
Virudhunagar,34,28,37,33,7.13,30,43,71,71,61,65,63,29,52,Coconut,Red Soil,2.9
Virudhunagar,21,23,27,22,7.86,32,38,56,57,56,70,63,30,52,Rice,Black Soil,1.87
Virudhunagar,41,32,27,37,6.7,24,48,63,69,66,65,61,28,70,Millet,Alluvial Soil,0.86
Virudhunagar,23,32,25,38,8.49,34,41,71,58,63,67,62,30,55,Sugarcane,Laterite Soil,23.29
Virudhunagar,33,36,21,37,7.81,23,30,60,59,59,61,57,25,67,Millet,Peaty Soil,0.66
Virudhunagar,38,21,32,25,7.71,35,32,61,70,56,65,58,24,65,Coconut,Loamy,2.25
Virudhunagar,41,38,21,32,7.28,24,48,57,65,72,68,54,30,52,Coconut,Clay,2.97
Virudhunagar,38,27,29,36,6.54,28,35,60,65,58,64,62,25,61,Mango,Sandy,4.21
Virudhunagar,40,22,28,35,6.7,37,46,73,54,66,72,53,28,48,Rice,Red Soil,2.17
Virudhunagar,22,35,28,25,7.51,28,38,67,68,68,72,65,35,62,Groundnut,Black Soil,0.52
Virudhunagar,29,25,35,28,7.95,28,40,61,72,68,68,54,26,76,Sugarcane,Alluvial Soil,26.52
Virudhunagar,30,26,25,28,7.24,37,29,62,72,57,70,70,30,78,Groundnut,Laterite Soil,0.52
Virudhunagar,34,22,28,38,7.56,33,41,54,57,59,53,71,33,72,Rice,Peaty Soil,1.92
Virudhunagar,30,35,34,27,8.34,37,45,65,62,67,63,69,33,74,Mango,Loamy,3.77
Virudhunagar,31,28,24,33,7.04,35,48,63,67,70,54,69,25,49,Millet,Clay,0.68
Virudhunagar,41,30,30,33,8.14,33,34,63,71,63,59,63,26,61,Guava,Sandy,5.28
Virudhunagar,31,35,31,28,8.47,25,38,59,60,72,65,71,25,49,Groundnut,Red Soil,0.52
Virudhunagar,30,35,23,37,6.64,31,44,67,62,73,73,53,27,78,Mango,Black Soil,3.2
Virudhunagar,35,39,25,23,8.35,24,29,58,58,68,72,58,28,60,Coconut,Alluvial Soil,2.86
Virudhunagar,27,38,31,33,7.74,41,48,72,60,57,60,71,32,60,Groundnut,Laterite Soil,0.62
Virudhunagar,40,25,33,24,7.92,35,30,60,65,68,58,67,34,48,Millet,Peaty Soil,0.77
Virudhunagar,40,23,31,34,8.05,22,34,53,59,72,70,69,32,49,Mango,Loamy,3.88
Virudhunagar,28,24,36,28,6.67,36,42,57,67,70,67,68,26,65,Rice,Clay,2.43
Virudhunagar,24,38,37,33,7.29,41,37,53,67,62,62,54,30,67,Guava,Sandy,5.87
Virudhunagar,40,38,37,38,7.85,39,34,57,64,60,61,64,27,47,Coconut,Red Soil,3.04
Virudhunagar,31,31,38,21,7.5,41,29,55,56,62,63,66,31,51,Maize,Black Soil,1.71
Virudhunagar,34,24,24,40,8.27,26,30,55,67,66,56,62,30,56,Mango,Alluvial Soil,3.77
Virudhunagar,34,35,36,27,6.98,32,42,61,66,58,53,69,28,58,Millet,Laterite Soil,1.05
Virudhunagar,40,40,27,22,7.98,38,32,72,55,61,57,66,25,63,Millet,Peaty Soil,0.79
Virudhunagar,35,34,21,25,8.32,31,36,61,73,64,72,65,32,68,Guava,Loamy,4.24
Virudhunagar,36,40,21,23,7.39,27,45,64,64,57,62,59,30,66,Mango,Clay,5.08
Virudhunagar,33,26,38,37,7.83,28,40,71,58,58,71,56,30,58,Sugarcane,Sandy,31.4
Virudhunagar,37,27,34,36,6.93,37,38,61,57,68,73,71,35,65,Sugarcane,Red Soil,30.73
Virudhunagar,40,35,39,38,7.06,37,42,69,71,70,57,69,30,58,Guava,Black Soil,8.08
Virudhunagar,33,39,36,21,7.72,33,33,56,67,56,69,71,27,68,Guava,Alluvial Soil,5.21
Virudhunagar,26,34,24,33,7.46,31,44,61,60,68,55,55,33,65,Millet,Laterite Soil,0.69
Virudhunagar,22,27,33,37,7.36,40,29,70,68,55,54,70,28,67,Rice,Peaty Soil,2.05
Virudhunagar,27,34,36,28,7.95,41,43,60,56,64,69,72,32,45,Guava,Loamy,5.08
Virudhunagar,37,32,40,40,7.09,38,32,72,72,70,68,69,25,80,Groundnut,Clay,0.63
Virudhunagar,31,29,22,24,7.07,34,41,62,55,62,72,59,29,45,Sugarcane,Sandy,26.64
Virudhunagar,23,29,36,22,8.07,34,32,57,65,69,73,55,31,51,Mango,Red Soil,3.89
Virudhunagar,22,26,26,34,7.68,24,35,53,71,63,59,59,34,62,Millet,Black Soil,0.63
Virudhunagar,39,40,36,28,8.35,33,47,62,73,53,70,56,24,62,Rice,Alluvial Soil,2.67
Virudhunagar,40,25,30,37,7.1,34,41,54,71,64,70,69,27,48,Maize,Laterite Soil,1.46
Virudhunagar,30,39,28,29,8.29,33,45,70,64,70,53,68,30,79,Sugarcane,Peaty Soil,27.56
Virudhunagar,31,30,31,38,7.02,24,32,63,62,72,73,70,30,61,Guava,Loamy,5.73
Virudhunagar,28,34,32,29,8.32,30,42,57,66,72,63,53,34,45,Guava,Clay,4.61
Virudhunagar,40,41,25,37,7.19,32,46,61,53,68,57,68,31,62,Guava,Sandy,6.71
Virudhunagar,24,27,37,39,7.83,33,37,55,72,57,69,71,28,78,Groundnut,Red Soil,0.5
Virudhunagar,28,24,25,27,7.77,22,33,73,53,67,61,58,32,47,Mango,Black Soil,3.09
Virudhunagar,39,26,25,35,7.21,25,45,62,71,55,64,67,33,78,Rice,Alluvial Soil,2.01
Virudhunagar,41,27,26,26,7.36,34,40,71,58,59,58,68,32,75,Maize,Laterite Soil,1.59
Virudhunagar,34,37,21,33,7.04,27,45,53,63,56,69,60,34,79,Groundnut,Peaty Soil,0.5
Cuddalore,0,4,15,0,6.55,2,61,97,91,92,93,90,33,56,Millet,Loamy,0.62
Cuddalore,0,12,12,10,7.91,13,55,85,90,94,85,100,31,80,Sugarcane,Clay,19.27
Cuddalore,8,9,0,1,6.52,0,62,88,97,89,91,100,32,54,Millet,Sandy,0.61
Cuddalore,9,12,11,5,8.0,0,56,92,100,93,93,100,30,57,Sugarcane,Red Soil,25.13
Cuddalore,2,3,6,14,7.85,11,67,100,99,95,100,90,30,70,Sugarcane,Black Soil,24.17
Cuddalore,0,0,9,11,7.85,0,58,85,100,100,100,86,25,70,Millet,Alluvial Soil,0.54
Cuddalore,2,0,10,2,7.72,2,62,90,95,87,89,94,25,54,Mango,Laterite Soil,2.96
Cuddalore,1,2,15,0,6.74,1,66,87,95,96,96,94,26,50,Mango,Peaty Soil,3.01
Cuddalore,2,0,3,14,8.13,12,50,95,100,84,86,98,31,52,Groundnut,Loamy,0.51
